dataset density:0.000808
training model.......
parameters are:ratio=0.600000, reg_u=0.010000, reg_v=0.010000, latent_size=20, lr=0.000030, iters=1000
traning iteration: 0 ,loss: 3446251.824798, vali_rmse: 3.746257
traning iteration: 403 ,loss: 241020.291555, vali_rmse: 1.211721
traning iteration: 404 ,loss: 240663.731636, vali_rmse: 1.211090
traning iteration: 405 ,loss: 240309.395614, vali_rmse: 1.210463
traning iteration: 406 ,loss: 239957.258373, vali_rmse: 1.209840
traning iteration: 407 ,loss: 239607.295070, vali_rmse: 1.209222
traning iteration: 408 ,loss: 239259.481132, vali_rmse: 1.208607
traning iteration: 409 ,loss: 238913.792254, vali_rmse: 1.207997
traning iteration: 410 ,loss: 238570.204397, vali_rmse: 1.207391
traning iteration: 411 ,loss: 238228.693782, vali_rmse: 1.206789
traning iteration: 412 ,loss: 237889.236893, vali_rmse: 1.206191
traning iteration: 413 ,loss: 237551.810468, vali_rmse: 1.205597
traning iteration: 414 ,loss: 237216.391502, vali_rmse: 1.205007
traning iteration: 415 ,loss: 236882.957241, vali_rmse: 1.204422
traning iteration: 416 ,loss: 236551.485182, vali_rmse: 1.203840
traning iteration: 417 ,loss: 236221.953069, vali_rmse: 1.203262
traning iteration: 418 ,loss: 235894.338890, vali_rmse: 1.202687
traning iteration: 419 ,loss: 235568.620875, vali_rmse: 1.202117
traning iteration: 420 ,loss: 235244.777497, vali_rmse: 1.201550
traning iteration: 421 ,loss: 234922.787463, vali_rmse: 1.200988
traning iteration: 422 ,loss: 234602.629719, vali_rmse: 1.200429
traning iteration: 423 ,loss: 234284.283442, vali_rmse: 1.199874
traning iteration: 424 ,loss: 233967.728040, vali_rmse: 1.199322
traning iteration: 425 ,loss: 233652.943150, vali_rmse: 1.198774
traning iteration: 426 ,loss: 233339.908635, vali_rmse: 1.198230
traning iteration: 427 ,loss: 233028.604582, vali_rmse: 1.197690
traning iteration: 428 ,loss: 232719.011300, vali_rmse: 1.197153
traning iteration: 429 ,loss: 232411.109317, vali_rmse: 1.196619
traning iteration: 430 ,loss: 232104.879380, vali_rmse: 1.196090
traning iteration: 431 ,loss: 231800.302448, vali_rmse: 1.195563
traning iteration: 432 ,loss: 231497.359696, vali_rmse: 1.195041
traning iteration: 433 ,loss: 231196.032509, vali_rmse: 1.194521
traning iteration: 434 ,loss: 230896.302479, vali_rmse: 1.194006
traning iteration: 435 ,loss: 230598.151406, vali_rmse: 1.193493
traning iteration: 436 ,loss: 230301.561295, vali_rmse: 1.192984
traning iteration: 437 ,loss: 230006.514351, vali_rmse: 1.192479
traning iteration: 438 ,loss: 229712.992980, vali_rmse: 1.191976
traning iteration: 439 ,loss: 229420.979786, vali_rmse: 1.191478
traning iteration: 440 ,loss: 229130.457570, vali_rmse: 1.190982
