dataset density:0.001291
training model.......
parameters are:ratio=0.600000, reg_u=0.010000, reg_v=0.010000, latent_size=20, lr=0.000030, iters=1000
traning iteration: 0 ,loss: 1226775.827031, vali_rmse: 4.232751
traning iteration: 405 ,loss: 76485.609751, vali_rmse: 1.416295
traning iteration: 406 ,loss: 76264.302567, vali_rmse: 1.414949
traning iteration: 407 ,loss: 76044.525424, vali_rmse: 1.413612
traning iteration: 408 ,loss: 75826.262577, vali_rmse: 1.412282
traning iteration: 409 ,loss: 75609.498474, vali_rmse: 1.410961
traning iteration: 410 ,loss: 75394.217758, vali_rmse: 1.409648
traning iteration: 411 ,loss: 75180.405257, vali_rmse: 1.408343
traning iteration: 412 ,loss: 74968.045991, vali_rmse: 1.407045
traning iteration: 413 ,loss: 74757.125162, vali_rmse: 1.405756
traning iteration: 414 ,loss: 74547.628155, vali_rmse: 1.404474
traning iteration: 415 ,loss: 74339.540535, vali_rmse: 1.403200
traning iteration: 416 ,loss: 74132.848043, vali_rmse: 1.401934
traning iteration: 417 ,loss: 73927.536598, vali_rmse: 1.400675
traning iteration: 418 ,loss: 73723.592289, vali_rmse: 1.399424
traning iteration: 419 ,loss: 73521.001376, vali_rmse: 1.398180
traning iteration: 420 ,loss: 73319.750287, vali_rmse: 1.396944
traning iteration: 421 ,loss: 73119.825619, vali_rmse: 1.395716
traning iteration: 422 ,loss: 72921.214127, vali_rmse: 1.394494
traning iteration: 423 ,loss: 72723.902733, vali_rmse: 1.393280
traning iteration: 424 ,loss: 72527.878516, vali_rmse: 1.392074
traning iteration: 425 ,loss: 72333.128711, vali_rmse: 1.390874
traning iteration: 426 ,loss: 72139.640711, vali_rmse: 1.389682
traning iteration: 427 ,loss: 71947.402060, vali_rmse: 1.388497
traning iteration: 428 ,loss: 71756.400454, vali_rmse: 1.387319
traning iteration: 429 ,loss: 71566.623738, vali_rmse: 1.386148
traning iteration: 430 ,loss: 71378.059903, vali_rmse: 1.384983
traning iteration: 431 ,loss: 71190.697087, vali_rmse: 1.383826
traning iteration: 432 ,loss: 71004.523570, vali_rmse: 1.382676
traning iteration: 433 ,loss: 70819.527773, vali_rmse: 1.381532
traning iteration: 434 ,loss: 70635.698258, vali_rmse: 1.380396
traning iteration: 435 ,loss: 70453.023722, vali_rmse: 1.379266
traning iteration: 436 ,loss: 70271.493001, vali_rmse: 1.378142
traning iteration: 437 ,loss: 70091.095061, vali_rmse: 1.377026
traning iteration: 438 ,loss: 69911.819003, vali_rmse: 1.375915
traning iteration: 439 ,loss: 69733.654057, vali_rmse: 1.374812
traning iteration: 440 ,loss: 69556.589583, vali_rmse: 1.373715
traning iteration: 441 ,loss: 69380.615066, vali_rmse: 1.372624
traning iteration: 442 ,loss: 69205.720117, vali_rmse: 1.371540
traning iteration: 443 ,loss: 69031.894471, vali_rmse: 1.370462
traning iteration: 444 ,loss: 68859.127985, vali_rmse: 1.369391
traning iteration: 445 ,loss: 68687.410633, vali_rmse: 1.368325
traning iteration: 446 ,loss: 68516.732513, vali_rmse: 1.367266
traning iteration: 447 ,loss: 68347.083836, vali_rmse: 1.366214
traning iteration: 448 ,loss: 68178.454929, vali_rmse: 1.365167
traning iteration: 449 ,loss: 68010.836235, vali_rmse: 1.364126
traning iteration: 450 ,loss: 67844.218306, vali_rmse: 1.363092
traning iteration: 451 ,loss: 67678.591807, vali_rmse: 1.362064
traning iteration: 452 ,loss: 67513.947514, vali_rmse: 1.361041
traning iteration: 453 ,loss: 67350.276306, vali_rmse: 1.360025
traning iteration: 454 ,loss: 67187.569173, vali_rmse: 1.359014
traning iteration: 455 ,loss: 67025.817207, vali_rmse: 1.358009
traning iteration: 456 ,loss: 66865.011607, vali_rmse: 1.357011
traning iteration: 457 ,loss: 66705.143669, vali_rmse: 1.356018
traning iteration: 458 ,loss: 66546.204795, vali_rmse: 1.355030
traning iteration: 459 ,loss: 66388.186484, vali_rmse: 1.354049
traning iteration: 460 ,loss: 66231.080332, vali_rmse: 1.353073
traning iteration: 461 ,loss: 66074.878034, vali_rmse: 1.352103
traning iteration: 462 ,loss: 65919.571379, vali_rmse: 1.351138
traning iteration: 463 ,loss: 65765.152251, vali_rmse: 1.350179
traning iteration: 464 ,loss: 65611.612626, vali_rmse: 1.349225
traning iteration: 465 ,loss: 65458.944573, vali_rmse: 1.348277
traning iteration: 466 ,loss: 65307.140249, vali_rmse: 1.347335
traning iteration: 467 ,loss: 65156.191903, vali_rmse: 1.346397
traning iteration: 468 ,loss: 65006.091871, vali_rmse: 1.345466
traning iteration: 469 ,loss: 64856.832574, vali_rmse: 1.344539
traning iteration: 470 ,loss: 64708.406520, vali_rmse: 1.343618
traning iteration: 471 ,loss: 64560.806303, vali_rmse: 1.342702
traning iteration: 472 ,loss: 64414.024597, vali_rmse: 1.341792
traning iteration: 473 ,loss: 64268.054160, vali_rmse: 1.340886
traning iteration: 474 ,loss: 64122.887831, vali_rmse: 1.339986
traning iteration: 475 ,loss: 63978.518529, vali_rmse: 1.339091
traning iteration: 476 ,loss: 63834.939252, vali_rmse: 1.338201
traning iteration: 477 ,loss: 63692.143074, vali_rmse: 1.337317
traning iteration: 478 ,loss: 63550.123149, vali_rmse: 1.336437
traning iteration: 479 ,loss: 63408.872703, vali_rmse: 1.335562
traning iteration: 480 ,loss: 63268.385039, vali_rmse: 1.334692
traning iteration: 481 ,loss: 63128.653534, vali_rmse: 1.333828
traning iteration: 482 ,loss: 62989.671635, vali_rmse: 1.332968
traning iteration: 483 ,loss: 62851.432864, vali_rmse: 1.332113
traning iteration: 484 ,loss: 62713.930812, vali_rmse: 1.331263
traning iteration: 485 ,loss: 62577.159139, vali_rmse: 1.330417
traning iteration: 486 ,loss: 62441.111574, vali_rmse: 1.329577
traning iteration: 487 ,loss: 62305.781917, vali_rmse: 1.328741
traning iteration: 488 ,loss: 62171.164030, vali_rmse: 1.327910
traning iteration: 489 ,loss: 62037.251846, vali_rmse: 1.327084
traning iteration: 490 ,loss: 61904.039358, vali_rmse: 1.326262
traning iteration: 491 ,loss: 61771.520629, vali_rmse: 1.325445
traning iteration: 492 ,loss: 61639.689780, vali_rmse: 1.324633
traning iteration: 493 ,loss: 61508.540998, vali_rmse: 1.323825
traning iteration: 494 ,loss: 61378.068531, vali_rmse: 1.323022
traning iteration: 495 ,loss: 61248.266688, vali_rmse: 1.322223
traning iteration: 496 ,loss: 61119.129837, vali_rmse: 1.321429
traning iteration: 497 ,loss: 60990.652407, vali_rmse: 1.320640
traning iteration: 498 ,loss: 60862.828885, vali_rmse: 1.319854
traning iteration: 499 ,loss: 60735.653815, vali_rmse: 1.319074
traning iteration: 500 ,loss: 60609.121798, vali_rmse: 1.318297
traning iteration: 501 ,loss: 60483.227492, vali_rmse: 1.317525
traning iteration: 502 ,loss: 60357.965611, vali_rmse: 1.316757
traning iteration: 503 ,loss: 60233.330923, vali_rmse: 1.315994
traning iteration: 504 ,loss: 60109.318249, vali_rmse: 1.315235
traning iteration: 505 ,loss: 59985.922466, vali_rmse: 1.314480
traning iteration: 506 ,loss: 59863.138500, vali_rmse: 1.313730
traning iteration: 507 ,loss: 59740.961333, vali_rmse: 1.312983
traning iteration: 508 ,loss: 59619.385996, vali_rmse: 1.312241
traning iteration: 509 ,loss: 59498.407570, vali_rmse: 1.311503
traning iteration: 510 ,loss: 59378.021189, vali_rmse: 1.310769
traning iteration: 511 ,loss: 59258.222032, vali_rmse: 1.310039
traning iteration: 512 ,loss: 59139.005331, vali_rmse: 1.309313
traning iteration: 513 ,loss: 59020.366364, vali_rmse: 1.308592
traning iteration: 514 ,loss: 58902.300456, vali_rmse: 1.307874
traning iteration: 515 ,loss: 58784.802980, vali_rmse: 1.307160
traning iteration: 516 ,loss: 58667.869355, vali_rmse: 1.306450
traning iteration: 517 ,loss: 58551.495046, vali_rmse: 1.305745
traning iteration: 518 ,loss: 58435.675562, vali_rmse: 1.305043
traning iteration: 519 ,loss: 58320.406459, vali_rmse: 1.304345
traning iteration: 520 ,loss: 58205.683334, vali_rmse: 1.303651
traning iteration: 521 ,loss: 58091.501829, vali_rmse: 1.302961
traning iteration: 522 ,loss: 57977.857630, vali_rmse: 1.302274
traning iteration: 523 ,loss: 57864.746465, vali_rmse: 1.301592
traning iteration: 524 ,loss: 57752.164102, vali_rmse: 1.300913
traning iteration: 525 ,loss: 57640.106352, vali_rmse: 1.300238
traning iteration: 526 ,loss: 57528.569067, vali_rmse: 1.299567
traning iteration: 527 ,loss: 57417.548139, vali_rmse: 1.298899
traning iteration: 528 ,loss: 57307.039501, vali_rmse: 1.298235
traning iteration: 529 ,loss: 57197.039124, vali_rmse: 1.297575
traning iteration: 530 ,loss: 57087.543019, vali_rmse: 1.296919
traning iteration: 531 ,loss: 56978.547235, vali_rmse: 1.296266
traning iteration: 532 ,loss: 56870.047860, vali_rmse: 1.295617
traning iteration: 533 ,loss: 56762.041018, vali_rmse: 1.294971
traning iteration: 534 ,loss: 56654.522871, vali_rmse: 1.294329
traning iteration: 535 ,loss: 56547.489620, vali_rmse: 1.293690
traning iteration: 536 ,loss: 56440.937499, vali_rmse: 1.293055
traning iteration: 537 ,loss: 56334.862780, vali_rmse: 1.292423
traning iteration: 538 ,loss: 56229.261770, vali_rmse: 1.291795
traning iteration: 539 ,loss: 56124.130811, vali_rmse: 1.291171
traning iteration: 540 ,loss: 56019.466280, vali_rmse: 1.290549
traning iteration: 541 ,loss: 55915.264588, vali_rmse: 1.289932
traning iteration: 542 ,loss: 55811.522182, vali_rmse: 1.289317
traning iteration: 543 ,loss: 55708.235539, vali_rmse: 1.288706
traning iteration: 544 ,loss: 55605.401173, vali_rmse: 1.288099
traning iteration: 545 ,loss: 55503.015627, vali_rmse: 1.287494
traning iteration: 546 ,loss: 55401.075481, vali_rmse: 1.286893
traning iteration: 547 ,loss: 55299.577344, vali_rmse: 1.286295
traning iteration: 548 ,loss: 55198.517857, vali_rmse: 1.285701
traning iteration: 549 ,loss: 55097.893695, vali_rmse: 1.285110
traning iteration: 550 ,loss: 54997.701561, vali_rmse: 1.284522
traning iteration: 551 ,loss: 54897.938190, vali_rmse: 1.283937
traning iteration: 552 ,loss: 54798.600348, vali_rmse: 1.283356
traning iteration: 553 ,loss: 54699.684832, vali_rmse: 1.282777
traning iteration: 554 ,loss: 54601.188467, vali_rmse: 1.282202
traning iteration: 555 ,loss: 54503.108108, vali_rmse: 1.281630
traning iteration: 556 ,loss: 54405.440639, vali_rmse: 1.281061
traning iteration: 557 ,loss: 54308.182975, vali_rmse: 1.280495
traning iteration: 558 ,loss: 54211.332058, vali_rmse: 1.279932
traning iteration: 559 ,loss: 54114.884857, vali_rmse: 1.279372
traning iteration: 560 ,loss: 54018.838372, vali_rmse: 1.278816
traning iteration: 561 ,loss: 53923.189629, vali_rmse: 1.278262
traning iteration: 562 ,loss: 53827.935681, vali_rmse: 1.277712
traning iteration: 563 ,loss: 53733.073609, vali_rmse: 1.277164
traning iteration: 564 ,loss: 53638.600522, vali_rmse: 1.276619
traning iteration: 565 ,loss: 53544.513553, vali_rmse: 1.276078
traning iteration: 566 ,loss: 53450.809864, vali_rmse: 1.275539
traning iteration: 567 ,loss: 53357.486642, vali_rmse: 1.275003
traning iteration: 568 ,loss: 53264.541098, vali_rmse: 1.274470
traning iteration: 569 ,loss: 53171.970473, vali_rmse: 1.273940
traning iteration: 570 ,loss: 53079.772028, vali_rmse: 1.273413
traning iteration: 571 ,loss: 52987.943054, vali_rmse: 1.272889
traning iteration: 572 ,loss: 52896.480863, vali_rmse: 1.272367
traning iteration: 573 ,loss: 52805.382793, vali_rmse: 1.271848
traning iteration: 574 ,loss: 52714.646208, vali_rmse: 1.271333
traning iteration: 575 ,loss: 52624.268493, vali_rmse: 1.270819
traning iteration: 576 ,loss: 52534.247058, vali_rmse: 1.270309
traning iteration: 577 ,loss: 52444.579337, vali_rmse: 1.269802
traning iteration: 578 ,loss: 52355.262788, vali_rmse: 1.269297
traning iteration: 579 ,loss: 52266.294890, vali_rmse: 1.268795
traning iteration: 580 ,loss: 52177.673147, vali_rmse: 1.268295
traning iteration: 581 ,loss: 52089.395084, vali_rmse: 1.267799
traning iteration: 582 ,loss: 52001.458250, vali_rmse: 1.267305
traning iteration: 583 ,loss: 51913.860214, vali_rmse: 1.266813
traning iteration: 584 ,loss: 51826.598568, vali_rmse: 1.266325
traning iteration: 585 ,loss: 51739.670927, vali_rmse: 1.265839
traning iteration: 586 ,loss: 51653.074926, vali_rmse: 1.265355
traning iteration: 587 ,loss: 51566.808222, vali_rmse: 1.264874
traning iteration: 588 ,loss: 51480.868491, vali_rmse: 1.264396
traning iteration: 589 ,loss: 51395.253434, vali_rmse: 1.263921
traning iteration: 590 ,loss: 51309.960767, vali_rmse: 1.263447
traning iteration: 591 ,loss: 51224.988233, vali_rmse: 1.262977
traning iteration: 592 ,loss: 51140.333589, vali_rmse: 1.262509
traning iteration: 593 ,loss: 51055.994615, vali_rmse: 1.262043
traning iteration: 594 ,loss: 50971.969112, vali_rmse: 1.261580
traning iteration: 595 ,loss: 50888.254897, vali_rmse: 1.261120
traning iteration: 596 ,loss: 50804.849809, vali_rmse: 1.260662
traning iteration: 597 ,loss: 50721.751707, vali_rmse: 1.260206
traning iteration: 598 ,loss: 50638.958465, vali_rmse: 1.259753
traning iteration: 599 ,loss: 50556.467979, vali_rmse: 1.259302
traning iteration: 600 ,loss: 50474.278163, vali_rmse: 1.258854
traning iteration: 601 ,loss: 50392.386949, vali_rmse: 1.258408
traning iteration: 602 ,loss: 50310.792287, vali_rmse: 1.257964
traning iteration: 603 ,loss: 50229.492145, vali_rmse: 1.257523
traning iteration: 604 ,loss: 50148.484509, vali_rmse: 1.257084
traning iteration: 605 ,loss: 50067.767382, vali_rmse: 1.256647
traning iteration: 606 ,loss: 49987.338786, vali_rmse: 1.256213
traning iteration: 607 ,loss: 49907.196757, vali_rmse: 1.255781
traning iteration: 608 ,loss: 49827.339351, vali_rmse: 1.255352
traning iteration: 609 ,loss: 49747.764640, vali_rmse: 1.254925
traning iteration: 610 ,loss: 49668.470712, vali_rmse: 1.254500
traning iteration: 611 ,loss: 49589.455671, vali_rmse: 1.254077
traning iteration: 612 ,loss: 49510.717639, vali_rmse: 1.253657
traning iteration: 613 ,loss: 49432.254753, vali_rmse: 1.253238
traning iteration: 614 ,loss: 49354.065166, vali_rmse: 1.252822
traning iteration: 615 ,loss: 49276.147046, vali_rmse: 1.252409
traning iteration: 616 ,loss: 49198.498578, vali_rmse: 1.251997
traning iteration: 617 ,loss: 49121.117961, vali_rmse: 1.251588
traning iteration: 618 ,loss: 49044.003411, vali_rmse: 1.251180
traning iteration: 619 ,loss: 48967.153156, vali_rmse: 1.250775
traning iteration: 620 ,loss: 48890.565441, vali_rmse: 1.250373
traning iteration: 621 ,loss: 48814.238526, vali_rmse: 1.249972
traning iteration: 622 ,loss: 48738.170685, vali_rmse: 1.249573
traning iteration: 623 ,loss: 48662.360205, vali_rmse: 1.249177
traning iteration: 624 ,loss: 48586.805389, vali_rmse: 1.248782
traning iteration: 625 ,loss: 48511.504554, vali_rmse: 1.248390
traning iteration: 626 ,loss: 48436.456029, vali_rmse: 1.248000
traning iteration: 627 ,loss: 48361.658159, vali_rmse: 1.247612
traning iteration: 628 ,loss: 48287.109301, vali_rmse: 1.247226
traning iteration: 629 ,loss: 48212.807826, vali_rmse: 1.246842
traning iteration: 630 ,loss: 48138.752117, vali_rmse: 1.246460
traning iteration: 631 ,loss: 48064.940573, vali_rmse: 1.246080
traning iteration: 632 ,loss: 47991.371603, vali_rmse: 1.245702
traning iteration: 633 ,loss: 47918.043630, vali_rmse: 1.245326
traning iteration: 634 ,loss: 47844.955090, vali_rmse: 1.244952
traning iteration: 635 ,loss: 47772.104431, vali_rmse: 1.244580
traning iteration: 636 ,loss: 47699.490114, vali_rmse: 1.244210
traning iteration: 637 ,loss: 47627.110610, vali_rmse: 1.243842
traning iteration: 638 ,loss: 47554.964406, vali_rmse: 1.243476
traning iteration: 639 ,loss: 47483.049997, vali_rmse: 1.243112
traning iteration: 640 ,loss: 47411.365892, vali_rmse: 1.242750
traning iteration: 641 ,loss: 47339.910611, vali_rmse: 1.242390
traning iteration: 642 ,loss: 47268.682686, vali_rmse: 1.242032
traning iteration: 643 ,loss: 47197.680661, vali_rmse: 1.241675
traning iteration: 644 ,loss: 47126.903090, vali_rmse: 1.241321
traning iteration: 645 ,loss: 47056.348538, vali_rmse: 1.240968
traning iteration: 646 ,loss: 46986.015583, vali_rmse: 1.240617
traning iteration: 647 ,loss: 46915.902811, vali_rmse: 1.240268
traning iteration: 648 ,loss: 46846.008822, vali_rmse: 1.239921
traning iteration: 649 ,loss: 46776.332225, vali_rmse: 1.239576
traning iteration: 650 ,loss: 46706.871639, vali_rmse: 1.239233
traning iteration: 651 ,loss: 46637.625695, vali_rmse: 1.238891
traning iteration: 652 ,loss: 46568.593034, vali_rmse: 1.238551
traning iteration: 653 ,loss: 46499.772306, vali_rmse: 1.238213
traning iteration: 654 ,loss: 46431.162172, vali_rmse: 1.237877
traning iteration: 655 ,loss: 46362.761304, vali_rmse: 1.237543
traning iteration: 656 ,loss: 46294.568382, vali_rmse: 1.237210
traning iteration: 657 ,loss: 46226.582098, vali_rmse: 1.236879
traning iteration: 658 ,loss: 46158.801152, vali_rmse: 1.236550
traning iteration: 659 ,loss: 46091.224254, vali_rmse: 1.236223
traning iteration: 660 ,loss: 46023.850124, vali_rmse: 1.235897
traning iteration: 661 ,loss: 45956.677492, vali_rmse: 1.235573
traning iteration: 662 ,loss: 45889.705095, vali_rmse: 1.235251
traning iteration: 663 ,loss: 45822.931683, vali_rmse: 1.234931
traning iteration: 664 ,loss: 45756.356012, vali_rmse: 1.234612
traning iteration: 665 ,loss: 45689.976849, vali_rmse: 1.234295
traning iteration: 666 ,loss: 45623.792968, vali_rmse: 1.233979
traning iteration: 667 ,loss: 45557.803154, vali_rmse: 1.233666
traning iteration: 668 ,loss: 45492.006200, vali_rmse: 1.233353
traning iteration: 669 ,loss: 45426.400907, vali_rmse: 1.233043
traning iteration: 670 ,loss: 45360.986087, vali_rmse: 1.232734
traning iteration: 671 ,loss: 45295.760559, vali_rmse: 1.232427
traning iteration: 672 ,loss: 45230.723150, vali_rmse: 1.232122
traning iteration: 673 ,loss: 45165.872696, vali_rmse: 1.231818
traning iteration: 674 ,loss: 45101.208043, vali_rmse: 1.231516
traning iteration: 675 ,loss: 45036.728043, vali_rmse: 1.231215
traning iteration: 676 ,loss: 44972.431557, vali_rmse: 1.230916
traning iteration: 677 ,loss: 44908.317454, vali_rmse: 1.230618
traning iteration: 678 ,loss: 44844.384614, vali_rmse: 1.230322
traning iteration: 679 ,loss: 44780.631920, vali_rmse: 1.230028
traning iteration: 680 ,loss: 44717.058267, vali_rmse: 1.229735
traning iteration: 681 ,loss: 44653.662557, vali_rmse: 1.229444
traning iteration: 682 ,loss: 44590.443699, vali_rmse: 1.229155
traning iteration: 683 ,loss: 44527.400611, vali_rmse: 1.228866
traning iteration: 684 ,loss: 44464.532217, vali_rmse: 1.228580
traning iteration: 685 ,loss: 44401.837451, vali_rmse: 1.228295
traning iteration: 686 ,loss: 44339.315254, vali_rmse: 1.228011
traning iteration: 687 ,loss: 44276.964573, vali_rmse: 1.227729
traning iteration: 688 ,loss: 44214.784365, vali_rmse: 1.227449
traning iteration: 689 ,loss: 44152.773592, vali_rmse: 1.227170
traning iteration: 690 ,loss: 44090.931227, vali_rmse: 1.226892
traning iteration: 691 ,loss: 44029.256246, vali_rmse: 1.226616
traning iteration: 692 ,loss: 43967.747636, vali_rmse: 1.226342
traning iteration: 693 ,loss: 43906.404389, vali_rmse: 1.226068
traning iteration: 694 ,loss: 43845.225507, vali_rmse: 1.225797
traning iteration: 695 ,loss: 43784.209996, vali_rmse: 1.225527
traning iteration: 696 ,loss: 43723.356870, vali_rmse: 1.225258
traning iteration: 697 ,loss: 43662.665153, vali_rmse: 1.224991
traning iteration: 698 ,loss: 43602.133873, vali_rmse: 1.224725
traning iteration: 699 ,loss: 43541.762066, vali_rmse: 1.224460
traning iteration: 700 ,loss: 43481.548775, vali_rmse: 1.224197
traning iteration: 701 ,loss: 43421.493050, vali_rmse: 1.223935
traning iteration: 702 ,loss: 43361.593948, vali_rmse: 1.223675
traning iteration: 703 ,loss: 43301.850534, vali_rmse: 1.223416
traning iteration: 704 ,loss: 43242.261877, vali_rmse: 1.223159
traning iteration: 705 ,loss: 43182.827056, vali_rmse: 1.222903
traning iteration: 706 ,loss: 43123.545154, vali_rmse: 1.222648
traning iteration: 707 ,loss: 43064.415264, vali_rmse: 1.222395
traning iteration: 708 ,loss: 43005.436483, vali_rmse: 1.222143
traning iteration: 709 ,loss: 42946.607915, vali_rmse: 1.221892
traning iteration: 710 ,loss: 42887.928672, vali_rmse: 1.221643
traning iteration: 711 ,loss: 42829.397872, vali_rmse: 1.221395
traning iteration: 712 ,loss: 42771.014638, vali_rmse: 1.221148
traning iteration: 713 ,loss: 42712.778103, vali_rmse: 1.220903
traning iteration: 714 ,loss: 42654.687403, vali_rmse: 1.220659
traning iteration: 715 ,loss: 42596.741682, vali_rmse: 1.220416
traning iteration: 716 ,loss: 42538.940091, vali_rmse: 1.220175
traning iteration: 717 ,loss: 42481.281786, vali_rmse: 1.219935
traning iteration: 718 ,loss: 42423.765931, vali_rmse: 1.219696
traning iteration: 719 ,loss: 42366.391695, vali_rmse: 1.219458
traning iteration: 720 ,loss: 42309.158253, vali_rmse: 1.219222
traning iteration: 721 ,loss: 42252.064788, vali_rmse: 1.218987
traning iteration: 722 ,loss: 42195.110488, vali_rmse: 1.218754
traning iteration: 723 ,loss: 42138.294546, vali_rmse: 1.218521
traning iteration: 724 ,loss: 42081.616165, vali_rmse: 1.218290
traning iteration: 725 ,loss: 42025.074550, vali_rmse: 1.218060
traning iteration: 726 ,loss: 41968.668914, vali_rmse: 1.217832
traning iteration: 727 ,loss: 41912.398475, vali_rmse: 1.217604
traning iteration: 728 ,loss: 41856.262460, vali_rmse: 1.217378
traning iteration: 729 ,loss: 41800.260098, vali_rmse: 1.217153
traning iteration: 730 ,loss: 41744.390626, vali_rmse: 1.216929
traning iteration: 731 ,loss: 41688.653287, vali_rmse: 1.216707
traning iteration: 732 ,loss: 41633.047329, vali_rmse: 1.216486
traning iteration: 733 ,loss: 41577.572006, vali_rmse: 1.216265
traning iteration: 734 ,loss: 41522.226580, vali_rmse: 1.216047
traning iteration: 735 ,loss: 41467.010315, vali_rmse: 1.215829
traning iteration: 736 ,loss: 41411.922483, vali_rmse: 1.215612
traning iteration: 737 ,loss: 41356.962362, vali_rmse: 1.215397
traning iteration: 738 ,loss: 41302.129235, vali_rmse: 1.215183
traning iteration: 739 ,loss: 41247.422389, vali_rmse: 1.214970
traning iteration: 740 ,loss: 41192.841120, vali_rmse: 1.214758
traning iteration: 741 ,loss: 41138.384727, vali_rmse: 1.214547
traning iteration: 742 ,loss: 41084.052515, vali_rmse: 1.214338
traning iteration: 743 ,loss: 41029.843795, vali_rmse: 1.214129
traning iteration: 744 ,loss: 40975.757883, vali_rmse: 1.213922
traning iteration: 745 ,loss: 40921.794101, vali_rmse: 1.213716
traning iteration: 746 ,loss: 40867.951775, vali_rmse: 1.213511
traning iteration: 747 ,loss: 40814.230237, vali_rmse: 1.213307
traning iteration: 748 ,loss: 40760.628826, vali_rmse: 1.213105
traning iteration: 749 ,loss: 40707.146883, vali_rmse: 1.212903
traning iteration: 750 ,loss: 40653.783756, vali_rmse: 1.212703
traning iteration: 751 ,loss: 40600.538800, vali_rmse: 1.212503
traning iteration: 752 ,loss: 40547.411371, vali_rmse: 1.212305
traning iteration: 753 ,loss: 40494.400833, vali_rmse: 1.212108
traning iteration: 754 ,loss: 40441.506554, vali_rmse: 1.211912
traning iteration: 755 ,loss: 40388.727909, vali_rmse: 1.211717
traning iteration: 756 ,loss: 40336.064273, vali_rmse: 1.211523
traning iteration: 757 ,loss: 40283.515032, vali_rmse: 1.211330
traning iteration: 758 ,loss: 40231.079574, vali_rmse: 1.211138
traning iteration: 759 ,loss: 40178.757290, vali_rmse: 1.210947
traning iteration: 760 ,loss: 40126.547578, vali_rmse: 1.210758
traning iteration: 761 ,loss: 40074.449842, vali_rmse: 1.210569
traning iteration: 762 ,loss: 40022.463488, vali_rmse: 1.210381
traning iteration: 763 ,loss: 39970.587929, vali_rmse: 1.210195
traning iteration: 764 ,loss: 39918.822580, vali_rmse: 1.210009
traning iteration: 765 ,loss: 39867.166862, vali_rmse: 1.209825
traning iteration: 766 ,loss: 39815.620202, vali_rmse: 1.209642
traning iteration: 767 ,loss: 39764.182030, vali_rmse: 1.209459
traning iteration: 768 ,loss: 39712.851779, vali_rmse: 1.209278
traning iteration: 769 ,loss: 39661.628890, vali_rmse: 1.209098
traning iteration: 770 ,loss: 39610.512805, vali_rmse: 1.208918
traning iteration: 771 ,loss: 39559.502973, vali_rmse: 1.208740
traning iteration: 772 ,loss: 39508.598845, vali_rmse: 1.208563
traning iteration: 773 ,loss: 39457.799878, vali_rmse: 1.208386
traning iteration: 774 ,loss: 39407.105532, vali_rmse: 1.208211
traning iteration: 775 ,loss: 39356.515272, vali_rmse: 1.208036
traning iteration: 776 ,loss: 39306.028568, vali_rmse: 1.207863
traning iteration: 777 ,loss: 39255.644891, vali_rmse: 1.207691
traning iteration: 778 ,loss: 39205.363720, vali_rmse: 1.207519
traning iteration: 779 ,loss: 39155.184535, vali_rmse: 1.207349
traning iteration: 780 ,loss: 39105.106821, vali_rmse: 1.207179
traning iteration: 781 ,loss: 39055.130068, vali_rmse: 1.207011
traning iteration: 782 ,loss: 39005.253767, vali_rmse: 1.206843
traning iteration: 783 ,loss: 38955.477417, vali_rmse: 1.206677
traning iteration: 784 ,loss: 38905.800518, vali_rmse: 1.206511
traning iteration: 785 ,loss: 38856.222574, vali_rmse: 1.206346
traning iteration: 786 ,loss: 38806.743093, vali_rmse: 1.206183
traning iteration: 787 ,loss: 38757.361587, vali_rmse: 1.206020
traning iteration: 788 ,loss: 38708.077571, vali_rmse: 1.205858
traning iteration: 789 ,loss: 38658.890566, vali_rmse: 1.205697
traning iteration: 790 ,loss: 38609.800092, vali_rmse: 1.205537
traning iteration: 791 ,loss: 38560.805678, vali_rmse: 1.205378
traning iteration: 792 ,loss: 38511.906852, vali_rmse: 1.205219
traning iteration: 793 ,loss: 38463.103147, vali_rmse: 1.205062
traning iteration: 794 ,loss: 38414.394101, vali_rmse: 1.204906
traning iteration: 795 ,loss: 38365.779254, vali_rmse: 1.204750
traning iteration: 796 ,loss: 38317.258149, vali_rmse: 1.204595
traning iteration: 797 ,loss: 38268.830332, vali_rmse: 1.204442
traning iteration: 798 ,loss: 38220.495355, vali_rmse: 1.204289
traning iteration: 799 ,loss: 38172.252769, vali_rmse: 1.204137
traning iteration: 800 ,loss: 38124.102133, vali_rmse: 1.203986
traning iteration: 801 ,loss: 38076.043005, vali_rmse: 1.203836
traning iteration: 802 ,loss: 38028.074949, vali_rmse: 1.203686
traning iteration: 803 ,loss: 37980.197530, vali_rmse: 1.203538
traning iteration: 804 ,loss: 37932.410319, vali_rmse: 1.203390
traning iteration: 805 ,loss: 37884.712886, vali_rmse: 1.203244
traning iteration: 806 ,loss: 37837.104807, vali_rmse: 1.203098
traning iteration: 807 ,loss: 37789.585660, vali_rmse: 1.202953
traning iteration: 808 ,loss: 37742.155028, vali_rmse: 1.202808
traning iteration: 809 ,loss: 37694.812492, vali_rmse: 1.202665
traning iteration: 810 ,loss: 37647.557641, vali_rmse: 1.202523
traning iteration: 811 ,loss: 37600.390065, vali_rmse: 1.202381
traning iteration: 812 ,loss: 37553.309356, vali_rmse: 1.202240
